Serial,QDATE,QMONTH,QYEAR,METHOD,WAVE,QST_1,QST_2,QET_1,QET_2,DURA,ID_INTV,Q1A,Q1B,Q2_1,Q2_2,Q2_3,Q2_4,Q3,Q4,Q5A,Q5B_1,Q5B_2,Q5B_3,Q5B_4,Q5B_5,Q5B_6,Q5B_7,Q6,Q7A_1,Q7B_1,Q7C_1,Q7A_2,Q7B_2,Q7C_2,Q7A_3,Q7B_3,Q7C_3,Q7A_4,Q7B_4,Q7C_4,Q7A_5,Q7B_5,Q7C_5,Q7A_6,Q7B_6,Q7C_6,Q7A_7,Q7B_7,Q7C_7,Q7A_8,Q7B_8,Q7C_8,Q7A_9,Q7B_9,Q7C_9,Q7A_10,Q7B_10,Q7C_10,Q8,Q9,Q10,Q11,Q12A_1,Q12A_2,Q12A_3,Q13A_1,Q13A_2,Q14,Q15A,Q15B,Q15C,Q57A,Q57B,Q57C,Q16A,Q16B,Q16C,Q17A_1,Q17A_2,Q17A_3,Q17A_4,Q18A_1,Q18A_2,Q18A_3,Q19A_1,Q19A_2,Q19A_3,Q20,Q21A,Q21B_1,Q21B_2,Q21B_3,Q21B_4,Q21C,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30A,Q30B,Q31_1,Q31_2,Q31_3,Q31_4,Q32A_1,Q32A_2,Q32A_3,Q32A_4,Q32A_5,Q32A_6,Q32B_1_1,Q32B_1_2,Q32B_1_3,Q32B_2_1,Q32B_2_2,Q32B_2_3,Q32B_2_4,Q32B_3_1,Q32B_3_2,Q32B_3_3,Q32B_4_1,Q32B_4_2,Q32B_4_3,Q32B_5_1,Q32B_5_2,Q32B_6,Q32B_7_1,Q32B_7_2,Q32B_8_1,Q32B_8_2,Q33A_1,Q33A_2,Q33A_3,Q33A_4,Q33B_1,Q33B_2,Q33B_3,Q33B_4,Q34A_1,Q34A_2,Q34B_1,Q34B_2,Q35,Q36,Q37A_1,Q37A_2,Q37A_3,Q58,Q38A_1,Q38A_2,Q38B_1,Q38B_2,Q39,Q40A,Q40B,Q41,Q42,Q43,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q44_9,Q44_10,Q44_11,Q44_12,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54,Q55,Q56
160,13,7,16,2,6,9,30,9,45,15,190690,8,2,1,,,,94,2,1,0,0,1,0,0,0,0,2,32,1,1,31,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,8,6,0,0,1,0,0,8,0,0,4,4,4,4,4,97,97,4,97,97,97,2,0,,,,0,1,0,8,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,6,200,U,U,4,U,U,U,U,2,49,5,2,9,4,1,2,3,4,8,,,,,,,,4,1,1,1,0,4,EL EULMA,2,777652761,1,2,3
161,13,7,16,2,6,9,49,10,5,16,190690,8,2,1,,,,94,2,1,0,1,0,0,0,0,0,2,49,1,1,31,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,2,0,9,9,8,6,2,0,1,1,0,8,8,0,4,4,4,4,4,4,97,3,4,97,2,2,0,,,,0,1,0,1,2,1,3,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4000,200,U,4,U,U,U,U,2,32,3,4,9,5,1,2,3,4,8,,,,,,,,3,1,1,1,2,4,EL EULMA,2,798721879,1,2,3
162,13,7,16,2,6,10,9,10,28,19,190690,8,2,1,,,,94,2,3,1,0,0,0,0,0,0,1,65,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,3,0,10,10,8,6,12,0,1,1,0,8,8,0,4,4,4,4,4,97,3,4,97,3,3,2,0,,,,0,1,0,2,7,1,2,1,1,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2000,1000,U,4,U,U,U,U,2,42,4,1,9,5,1,2,3,4,,,,,,,,,4,1,1,1,3,4,EL EULMA,2,673000834,1,2,3
163,13,7,16,2,6,10,38,10,52,14,190690,8,2,1,,,,94,2,2,0,0,0,0,0,0,1,2,33,1,1,28,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,8,U,8,1,0,0,1,0,0,8,0,0,4,4,4,4,97,4,97,97,4,97,97,2,0,,,,0,1,0,7,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,400,U,U,4,U,U,U,U,2,58,6,1,9,4,1,2,3,4,,,,,,,,,3,1,1,2,0,4,EL EULMA,2,9999999999,2,2,3
164,13,7,16,2,6,11,32,11,49,17,190690,8,2,1,,,,94,2,1,0,1,0,0,0,0,0,4,48,1,1,20,1,1,18,2,1,10,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,8,6,0,0,1,0,0,8,0,0,4,4,4,4,4,97,97,4,97,97,97,2,0,,,,0,1,0,1,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2000,U,U,4,U,U,U,U,2,39,4,2,9,4,1,2,3,4,8,10,,,,,,,3,1,1,1,0,4,EL EULMA,2,795390399,1,2,3
165,13,7,16,2,6,11,56,12,13,17,190690,8,2,1,,,,94,2,1,0,0,1,0,0,0,0,5,45,1,1,24,2,1,21,1,1,18,1,1,12,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,1,3,0,9,8,6,4,12,0,1,1,0,8,8,0,4,4,4,4,4,97,4,4,97,3,3,2,0,,,,0,1,0,3,6,1,2,1,1,1,1,4,,,,2,,,,,,0,,,4,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,1,2300,500,U,4,U,U,U,U,2,22,2,5,1,4,1,2,3,4,5,8,,,,,,,4,1,1,1,3,4,EL EULMA,2,777582349,1,2,3
166,13,7,16,2,6,12,24,12,38,14,190690,8,1,1,,,,94,2,1,0,0,0,0,0,0,1,4,33,1,1,31,1,1,25,2,1,19,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,8,4,0,0,1,0,0,8,0,0,4,4,4,4,4,97,97,4,97,97,97,2,0,,,,0,1,0,6,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,800,U,U,4,U,U,U,U,2,58,6,1,9,4,1,2,3,4,5,8,12,,,,,,4,1,1,1,0,4,SETIF,2,773265178,1,2,3
167,13,7,16,2,6,12,49,13,2,13,190690,8,1,1,,,,94,2,2,1,0,1,0,1,0,0,4,48,1,1,39,2,1,20,1,1,10,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,10,U,3,2,0,0,1,0,0,8,0,0,4,4,4,4,2,4,3,3,4,3,2,2,0,,,,0,1,0,1,3,2,0,3,0,1,1,4,,,,7,,,,,,0,,,0,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,2,0,1,2,1,0,14,8,1000,U,U,4,U,U,500,U,2,18,1,4,9,4,1,2,3,4,8,,,,,,,,3,1,1,2,0,4,SETIF,2,558975389,1,2,3
168,13,7,16,2,6,13,10,13,26,16,190690,8,1,1,,,,94,2,2,1,0,1,0,0,0,0,4,49,1,1,22,1,1,18,2,1,15,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,4,U,6,1,0,0,1,0,0,8,0,0,4,4,4,4,3,4,3,3,4,3,97,2,0,,,,0,1,0,7,4,2,0,1,1,1,2,1,,,,2,,,,,,0,,,1,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,2,2,0,0,7,4,800,U,U,4,U,U,U,U,2,48,5,4,1,5,1,2,3,4,8,12,,,,,,,3,1,1,2,0,4,SETIF,2,558942624,1,2,3
169,13,7,16,2,6,13,33,13,49,16,190690,8,1,1,,,,94,2,5,1,0,1,0,0,0,0,3,37,1,1,5,1,2,2,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,10,U,8,1,0,0,1,0,0,8,0,0,4,4,4,4,97,4,97,97,4,97,1,2,0,,,,0,1,0,8,3,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1500,U,U,4,U,U,U,U,2,33,3,4,9,4,1,2,3,4,8,12,,,,,,,3,1,1,2,0,4,SETIF,2,555252620,1,2,3
170,13,7,16,2,6,13,55,14,14,19,190690,8,1,1,,,,94,2,2,1,0,0,0,0,0,0,2,33,1,1,24,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,9,U,8,1,0,0,1,0,0,8,0,0,4,4,4,4,97,4,97,97,4,97,97,2,0,,,,0,1,0,6,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,14,8,1000,U,U,4,U,U,U,U,2,60,6,2,9,6,1,2,3,4,,,,,,,,,2,1,1,2,0,4,SETIF,2,9999999999,2,2,3
171,11,7,16,2,6,9,12,9,37,25,71358,17,1,1,2,,,94,2,3,1,1,0,1,1,1,0,4,50,1,1,49,2,1,14,2,1,11,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,7,U,97,16,0,0,1,0,0,8,0,0,4,4,4,4,97,97,4,97,97,4,3,2,0,,,,0,2,0,9,5,2,0,3,0,1,1,1,2,,,1,,,,,,1,2,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,4,800,U,U,4,U,U,U,U,1,19,1,4,95,5,95,,,,,,,,,,,,97,1,1,3,0,5,BISKRA,4,667397349,1,1,3
173,11,7,16,2,6,12,11,12,26,15,71358,17,1,1,,,,94,2,3,1,1,0,1,1,1,0,2,55,2,1,27,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,3,2,0,5,5,6,31,1,0,2,1,0,8,8,0,3,3,3,3,3,3,3,2,1,2,3,2,0,,,,0,2,0,4,7,2,0,1,1,1,1,2,4,,,2,7,,,,,0,,,2,4,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,3,0,1,1,1,3,7,8,2000,800,U,4,U,U,500,U,1,31,3,5,95,4,95,,,,,,,,,,,,97,2,1,3,2,5,BISKRA,4,661567464,1,1,3
174,11,7,16,2,6,12,35,13,1,26,71358,17,1,1,,,,94,2,3,1,1,0,1,1,1,0,2,24,2,1,1,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,3,3,3,2,8,8,7,31,13,1,2,1,1,8,8,8,4,4,4,4,97,4,4,3,1,3,97,2,0,,,,0,2,0,7,97,2,0,1,1,1,1,1,4,,,7,,,,,,0,,,0,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,3,0,1,2,2,0,7,5,4000,500,500,4,U,U,1000,U,1,32,3,4,3,4,95,,,,,,,,,,,,97,2,1,3,3,5,BISKRA,4,661154000,1,1,3
175,11,7,16,2,6,16,8,16,32,24,71358,17,2,1,2,4,,94,2,1,0,1,1,1,1,1,0,4,55,2,1,46,2,1,36,2,1,21,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,10,U,8,24,0,0,2,0,0,8,0,0,5,5,5,5,5,5,5,5,5,5,97,2,0,,,,0,1,0,1,1,1,4,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,97,1,20000,U,U,4,U,U,U,U,1,56,6,5,1,1,1,2,3,4,5,6,7,8,9,10,11,13,7,2,1,1,0,1,SIDI OKBA,4,776866031,1,1,2
176,11,7,16,2,6,16,38,17,2,24,71358,17,2,1,2,3,,94,2,1,0,1,1,1,1,1,0,4,63,1,1,59,2,1,33,2,1,28,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,10,U,5,4,0,0,1,0,0,8,0,0,5,5,5,5,5,97,97,5,1,3,1,2,0,,,,0,1,0,7,97,2,0,3,0,1,1,4,,,,7,,,,,,0,,,0,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,1,0,1,2,1,0,97,2,3000,U,U,4,U,U,1000,U,1,25,3,5,94,4,95,,,,,,,,,,,,97,1,1,1,0,5,SIDI OKBA,4,778454907,1,1,3
177,11,7,16,2,6,17,9,17,30,21,71358,17,2,1,2,,,94,2,3,1,1,0,1,1,1,0,6,75,2,2,53,1,1,50,2,1,23,1,1,17,2,1,14,2,2,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,3,1,0,5,7,5,13,5,0,1,1,0,8,8,0,4,4,4,4,4,97,4,4,97,4,3,2,0,,,,0,1,0,6,6,2,0,3,0,1,1,4,,,,7,,,,,,0,,,0,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,3,0,1,2,1,0,12,4,3000,800,U,4,U,U,1000,U,1,21,2,5,7,4,95,,,,,,,,,,,,97,1,1,3,1,5,SIDI OKBA,4,665299872,1,1,3
178,11,7,16,2,6,17,34,17,52,18,71358,17,2,1,,,,94,2,1,0,1,1,1,1,1,0,4,47,2,1,23,1,1,22,2,1,14,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,3,1,1,3,8,8,7,5,4,12,1,1,1,8,8,8,4,4,4,4,4,97,4,4,97,4,97,2,0,,,,0,2,0,10,97,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,800,400,200,4,U,U,U,U,1,50,5,4,6,4,95,,,,,,,,,,,,97,1,1,1,1,5,SIDI OKBA,4,793773128,1,1,3
179,11,7,16,2,6,18,2,18,27,25,71358,17,2,1,,,,94,2,2,1,0,1,1,1,1,0,4,47,1,1,46,2,1,18,1,1,11,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,4,U,3,19,0,0,2,0,0,8,0,0,2,3,3,2,97,4,97,3,1,3,97,2,0,,,,0,4,4,10,7,2,0,3,0,1,2,1,,,,3,,,,,,0,,,0,,,,1,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,5,400,U,U,4,U,U,U,U,1,19,1,4,7,4,95,,,,,,,,,,,,97,2,1,2,0,5,SIDI OKBA,4,556849422,1,1,3
180,12,7,16,2,6,9,32,9,38,6,71358,17,2,1,2,,,94,2,1,0,1,1,1,1,1,0,3,37,2,1,5,1,2,2,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,8,U,6,4,0,0,1,0,0,8,0,0,4,4,4,4,4,97,97,3,1,3,2,2,0,,,,0,1,0,10,7,2,0,1,1,1,2,1,,,,2,,,,,,0,,,1,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,2,2,0,0,7,5,300,U,U,4,U,U,U,U,1,40,4,4,95,4,95,,,,,,,,,,,,97,1,1,1,0,5,TOLGA,4,779364982,1,1,3
182,12,7,16,2,6,9,44,10,12,28,71358,17,2,1,98,,,94,2,3,1,1,0,1,1,1,0,8,75,1,1,72,2,2,50,2,1,49,1,1,24,1,1,21,1,1,18,2,1,14,1,2,U,0,0,U,0,0,1,0,0,1,3,0,0,10,U,5,13,0,0,1,0,0,8,0,0,4,4,4,4,97,97,5,3,1,3,3,2,0,,,,0,2,0,7,5,2,0,3,0,1,1,4,,,,7,,,,,,0,,,0,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,3,0,1,2,1,0,7,2,2600,U,U,4,U,U,1000,U,1,22,2,5,7,3,95,,,,,,,,,,,,97,1,1,3,0,5,TOLGA,4,670106516,1,1,3
183,12,7,16,2,6,10,21,10,34,13,71358,17,2,1,,,,94,2,3,1,1,0,1,1,1,0,3,51,1,1,47,2,1,13,1,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,2,3,1,0,7,9,6,13,5,0,1,1,0,8,8,0,3,4,4,3,4,97,4,3,1,3,3,2,0,,,,0,2,0,6,5,2,0,3,0,1,2,1,,,,1,,,,,,1,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,2,0,7,3,1500,100,U,4,U,U,U,U,1,26,3,5,94,4,95,,,,,,,,,,,,97,1,1,3,1,5,TOLGA,4,672378308,1,1,3
184,12,7,16,2,6,10,50,11,6,16,71358,17,2,1,3,,,94,2,3,1,1,0,1,1,1,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,8,U,5,13,0,0,1,0,0,8,0,0,4,4,4,4,97,97,4,97,97,4,97,2,0,,,,0,2,0,9,6,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,400,U,U,4,U,U,U,U,1,19,1,3,8,8,95,,,,,,,,,,,,97,1,1,3,0,6,SIDI OKBA,4,696506600,2,1,3
185,11,7,16,2,6,9,44,10,7,23,71358,17,1,1,2,,,94,2,3,1,1,0,1,1,1,0,4,53,1,1,49,2,1,15,2,1,11,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,7,U,97,15,0,0,1,0,0,97,0,0,5,5,5,5,97,97,4,3,1,4,97,2,0,,,,0,1,0,10,6,2,0,1,1,1,2,1,,,,2,,,,,,0,,,1,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,5,400,U,U,4,U,U,U,U,1,24,2,2,95,4,95,,,,,,,,,,,,97,1,1,3,0,6,BISKRA,4,676837091,1,1,3
186,11,7,16,2,6,10,15,10,26,11,71358,17,1,1,2,3,,94,2,3,1,1,0,1,1,1,0,5,56,1,1,55,2,2,33,1,1,15,2,1,12,2,2,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,6,U,8,14,0,0,1,0,0,8,0,0,3,3,3,3,97,97,3,97,97,3,97,2,0,,,,0,2,0,4,4,2,0,1,1,1,1,1,,,,3,,,,,,0,,,0,,,,1,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,7,2,4500,U,U,4,U,U,U,U,1,36,4,5,95,3,95,,,,,,,,,,,,97,1,1,3,0,5,BISKRA,4,698143544,1,1,3
187,11,7,16,2,6,10,43,10,59,16,71358,17,1,1,,,,94,2,3,1,1,0,1,1,1,0,1,28,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,3,3,2,1,8,7,8,13,2,5,1,1,1,8,8,8,4,4,4,4,4,4,4,3,1,3,97,2,0,,,,0,2,0,7,5,2,0,1,1,1,2,2,4,,,2,,,,,,0,,,2,4,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,2,0,8,3,2000,500,400,4,U,U,U,U,1,35,4,4,4,4,1,2,3,4,7,10,12,,,,,,97,1,1,3,2,3,BISKRA,4,662465143,1,1,3
188,11,7,16,2,6,11,36,12,3,27,71358,17,1,1,,,,94,2,1,0,1,1,1,1,1,0,5,54,2,1,27,2,1,25,1,1,24,2,1,20,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,9,U,7,4,0,0,1,0,0,8,0,0,5,5,5,5,4,97,97,3,2,4,97,2,0,,,,0,2,0,10,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,5,400,U,U,4,U,U,U,U,1,56,6,3,4,3,95,,,,,,,,,,,,97,1,1,1,0,5,BISKRA,4,791576871,1,1,3
189,17,7,16,2,6,12,59,13,18,19,311428,14,1,1,,,,94,2,1,0,1,1,1,0,0,0,1,50,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,6,U,6,4,0,0,1,0,0,8,0,0,3,4,4,3,4,3,97,3,2,3,97,1,1,2,,,1,3,97,8,6,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1000,U,U,4,U,U,U,U,1,37,4,3,1,4,1,2,3,4,8,,,,,,,,2,1,4,1,0,4,SIDI CHAMI,3,796138601,1,2,3
190,17,7,16,2,6,13,41,14,3,22,311428,14,1,1,,,,94,2,1,0,1,1,0,0,0,0,7,78,1,1,70,2,2,38,1,1,35,2,1,30,2,1,26,1,1,20,2,1,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,6,U,5,10,0,0,1,0,0,8,0,0,3,3,97,3,4,97,97,3,97,97,97,1,1,,,,0,2,0,6,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,8,100,U,U,4,U,U,U,U,2,47,5,2,9,4,1,2,3,4,8,12,,,,,,,97,1,4,1,0,4,SIDI CHAMI,3,781455759,2,2,3
191,17,7,16,2,6,14,43,15,1,18,311428,14,1,1,,,,94,2,1,0,1,1,1,1,0,0,3,65,2,1,43,2,1,16,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,7,U,4,97,0,0,1,0,0,8,0,0,4,4,4,4,3,3,3,2,3,2,1,2,0,,,,0,1,0,7,6,2,0,1,1,1,1,1,4,,,2,,,,,,0,,,1,4,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,2,0,8,5,1000,U,U,4,U,U,U,U,2,22,2,5,7,4,1,2,4,6,9,,,,,,,,97,97,1,2,0,4,SIDI CHAMI,3,558906285,1,2,3
192,17,7,16,2,6,18,17,18,32,15,61322,7,1,1,2,3,4,94,2,3,1,0,0,0,1,0,0,2,61,1,1,56,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,8,U,8,13,0,0,1,0,0,8,0,0,4,3,1,4,3,3,3,2,2,2,2,1,1,,,,0,3,97,10,7,2,0,1,1,1,1,2,4,,,2,7,,,,,0,,,2,4,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,3,0,1,2,1,0,7,3,1500,U,U,4,U,U,450,U,1,29,3,5,94,4,1,2,3,4,6,7,8,9,12,,,,5,1,3,3,0,3,BEJAIA,2,659031096,1,1,3
193,17,7,16,2,6,18,39,19,4,25,61322,7,1,2,,,,94,2,2,1,0,1,0,1,0,0,2,51,2,1,23,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,7,U,8,97,0,0,1,0,0,8,0,0,4,2,4,5,97,4,97,2,2,2,2,2,0,,,,0,3,97,3,6,2,0,1,1,1,1,4,,,,2,7,,,,,0,,,4,,,,0,,,0,,,0,,0,4,,0,,0,0,1,0,0,0,2,0,2,2,0,0,8,1,6000,U,U,4,U,U,1000,U,1,26,3,5,94,4,95,,,,,,,,,,,,97,97,1,2,0,5,BEJAIA,2,549437062,1,1,3
194,17,7,16,2,6,19,13,19,28,15,61322,7,1,1,3,,,94,2,5,1,1,1,0,0,0,0,5,62,2,1,36,1,1,32,2,1,28,1,1,25,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,6,U,8,97,0,0,1,0,0,8,0,0,4,3,5,1,97,5,97,1,1,1,2,2,0,,,,0,1,0,2,1,2,0,1,1,1,1,2,4,,,2,,,,,,0,,,2,4,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,1,2,1,0,8,1,6000,U,U,4,U,U,U,U,1,20,2,3,94,4,95,,,,,,,,,,,,97,97,1,2,0,5,BEJAIA,2,556787452,1,1,3
195,17,7,16,2,6,13,50,14,19,29,191039,8,2,1,,,,94,2,3,1,1,0,1,1,0,0,1,42,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,3,0,0,9,U,6,98,0,0,1,0,0,8,0,0,4,4,4,4,3,3,4,3,1,3,97,1,2,,,,0,1,0,4,4,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,8,500,U,U,4,U,U,U,U,2,32,3,4,9,4,1,2,3,4,7,8,9,,,,,,2,97,3,3,0,4,GUIDJEL,2,659193745,2,2,3
196,18,7,16,2,6,7,55,8,8,13,191039,25,2,1,,,,94,2,1,0,1,0,1,0,0,0,3,59,2,1,29,1,1,22,2,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,1,0,0,10,U,8,23,0,0,2,0,0,8,0,0,4,4,4,4,4,97,97,3,97,97,97,2,0,,,,0,1,0,8,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,12,8,1000,U,U,4,U,U,U,U,2,55,6,4,9,4,1,2,4,8,9,,,,,,,,2,2,1,1,0,4,EL ACHIR,2,770739320,1,1,3
197,18,7,16,2,6,8,9,8,24,15,191039,25,1,1,,,,94,2,5,1,1,1,1,0,0,0,1,60,1,1,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,U,0,0,1,0,0,1,2,0,0,7,U,4,3,0,0,1,0,0,8,0,0,3,3,3,3,4,3,3,3,2,3,97,1,2,,,,0,5,0,6,7,2,0,3,0,2,0,0,,,,0,,,,,,0,,,0,,,,0,,,0,,,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,17,8,2000,U,U,4,U,U,U,U,2,46,5,3,95,5,1,2,3,4,6,7,8,9,10,12,,,5,1,4,2,0,3,BORDJ BOU ARRERIDJ,2,553234692,1,1,3
